accession	tax_id	description	scientific_name	last_updated	base_count	first_public
AY238774	7229	Drosophila miranda strain 0101.9 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.	Drosophila miranda	2005-04-16	2042	2003-04-08
DQ363229	125945	Drosophila biarmipes Adh (Adh) gene, partial cds.	Drosophila biarmipes	2006-05-25	546	2006-05-25
X78384	7227	D.melanogaster Adh and Adh-dup genes	Drosophila melanogaster	2006-11-14	4761	1994-05-06
EU877941	7217	Drosophila ananassae isolate 24ADH ADH (adh) gene, complete cds.	Drosophila ananassae	2008-12-16	859	2008-08-06
EF136985	40366	Drosophila americana isolate HI99.53 Adh (Adh) gene, partial cds.	Drosophila americana	2007-09-11	840	2006-12-24
EF136976	40366	Drosophila americana isolate FP99.35 Adh (Adh) gene, partial cds.	Drosophila americana	2007-09-11	840	2006-12-24
EF136987	40366	Drosophila americana isolate HI99.35 Adh (Adh) gene, partial cds.	Drosophila americana	2007-09-11	840	2006-12-24
EF136988	40366	Drosophila americana isolate HI99.45 Adh (Adh) gene, partial cds.	Drosophila americana	2007-09-11	840	2006-12-24
EF136995	40366	Drosophila americana isolate SB02.13 Adh (Adh) gene, partial cds.	Drosophila americana	2007-09-11	840	2006-12-24
EF136990	40366	Drosophila americana isolate SB02.06 Adh (Adh) gene, partial cds.	Drosophila americana	2007-09-11	840	2006-12-24
EF136999	40366	Drosophila americana isolate IR04.03 Adh (Adh) gene, partial cds.	Drosophila americana	2007-09-11	840	2006-12-24
EF136972	40366	Drosophila americana isolate FP99.71 Adh (Adh) gene, partial cds.	Drosophila americana	2007-09-11	840	2006-12-24
EF136975	40366	Drosophila americana isolate FP99.91 Adh (Adh) gene, partial cds.	Drosophila americana	2007-09-11	840	2006-12-24
EF136984	40366	Drosophila americana isolate HI99.11 Adh (Adh) gene, partial cds.	Drosophila americana	2007-09-11	840	2006-12-24
EF136986	40366	Drosophila americana isolate HI99.41 Adh (Adh) gene, partial cds.	Drosophila americana	2007-09-11	840	2006-12-24
AF175217	7227	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-k30 allele, complete cds.	Drosophila melanogaster	1999-12-21	951	1999-10-06
U64547	7237	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS323 allele, complete cds.	Drosophila pseudoobscura	2005-04-18	3471	1996-08-16
AF175216	7227	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-k15 allele, complete cds.	Drosophila melanogaster	1999-12-21	951	1999-10-06
AF175220	7227	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-k82 allele, complete cds.	Drosophila melanogaster	1999-12-21	951	1999-10-06
U64528	7237	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS248 allele, complete cds.	Drosophila pseudoobscura	2005-04-18	3488	1996-08-16
U64556	7237	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS350 allele, complete cds.	Drosophila pseudoobscura	2005-04-18	3471	1996-08-16
AF175212	7227	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-h13 allele, complete cds.	Drosophila melanogaster	1999-12-21	951	1999-10-06
U64551	7237	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS334 allele, complete cds.	Drosophila pseudoobscura	2005-04-18	3473	1996-08-16
AF175211	7227	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-h12 allele, complete cds.	Drosophila melanogaster	1999-12-21	951	1999-10-06
U64532	7237	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS260 allele, complete cds.	Drosophila pseudoobscura	2005-04-18	3392	1996-08-16
U64543	7237	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS311 allele, complete cds.	Drosophila pseudoobscura	2005-04-18	3458	1996-08-16
U64545	7237	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS320 allele, complete cds.	Drosophila pseudoobscura	2005-04-18	3474	1996-08-16
U64560	7237	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS367 allele, complete cds.	Drosophila pseudoobscura	2005-04-18	3467	1996-08-16
U64524	7237	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS232 allele, complete cds.	Drosophila pseudoobscura	2005-04-18	3498	1996-08-16
U64548	7237	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS329 allele, complete cds.	Drosophila pseudoobscura	2005-04-18	3498	1996-08-16
U64549	7237	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS331 allele, complete cds.	Drosophila pseudoobscura	2005-04-18	3470	1996-08-16
MN268001	198725	Drosophila subquinaria isolate S_SE_14 ADH-related protein (ADH-R) gene, partial cds.	Drosophila subquinaria	2019-08-23	552	2019-08-23
MN268002	198725	Drosophila subquinaria isolate S_SE_22 ADH-related protein (ADH-R) gene, partial cds.	Drosophila subquinaria	2019-08-23	552	2019-08-23
MN267976	55946	Drosophila recens isolate R_NB_8 ADH-related protein (ADH-R) gene, partial cds.	Drosophila recens	2019-08-23	552	2019-08-23
MN267980	198725	Drosophila subquinaria isolate S_CA_12 ADH-related protein (ADH-R) gene, partial cds.	Drosophila subquinaria	2019-08-23	552	2019-08-23
MN267981	198725	Drosophila subquinaria isolate S_CA_9 ADH-related protein (ADH-R) gene, partial cds.	Drosophila subquinaria	2019-08-23	552	2019-08-23
MN267958	95624	Drosophila quinaria isolate Q ADH-related protein (ADH-R) gene, partial cds.	Drosophila quinaria	2019-08-23	552	2019-08-23
MN267991	198725	Drosophila subquinaria isolate S_KA_31 ADH-related protein (ADH-R) gene, partial cds.	Drosophila subquinaria	2019-08-23	552	2019-08-23
MN268004	198725	Drosophila subquinaria isolate S_SH_1 ADH-related protein (ADH-R) gene, partial cds.	Drosophila subquinaria	2019-08-23	552	2019-08-23
MN268011	193351	Drosophila transversa isolate T_UP_7 ADH-related protein (ADH-R) gene, partial cds.	Drosophila transversa	2019-08-23	552	2019-08-23
MN267959	198723	Drosophila suboccidentalis isolate SO ADH-related protein (ADH-R) gene, partial cds.	Drosophila suboccidentalis	2019-08-23	554	2019-08-23
MN267978	55946	Drosophila recens isolate R_NY_10 ADH-related protein (ADH-R) gene, partial cds.	Drosophila recens	2019-08-23	552	2019-08-23
MN268008	193351	Drosophila transversa isolate T_UP_4 ADH-related protein (ADH-R) gene, partial cds.	Drosophila transversa	2019-08-23	552	2019-08-23
AF006564	7234	Drosophila persimilis alcohol dehydrogenase (Adh) and alcohol dehydrogenase (Adh-dup) genes, complete cds.	Drosophila persimilis	2005-04-15	3482	1997-09-11
LC165385	30013	Drosophila madeirensis Adh gene, partial cds.	Drosophila madeirensis	2019-06-04	488	2019-06-04
Y13252	7221	Drosophila funebris DpAdh, Adh, Adhr genes	Drosophila funebris	2006-11-14	7574	1999-12-20
X62187	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase	Drosophila pseudoobscura	2006-11-14	3444	1992-10-16
X64488	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase	Drosophila pseudoobscura	2006-11-14	3469	1992-10-16
X62234	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase	Drosophila pseudoobscura	2006-11-14	3499	1992-10-16
X62237	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase	Drosophila pseudoobscura	2006-11-14	3470	1992-10-16
X64473	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase	Drosophila pseudoobscura	2006-11-14	3487	1992-10-16
X78386	7227	D.melanogaster (nLA249) Adh gene, intragenic deletion	Drosophila melanogaster	1994-05-03	18	1994-05-03
U77608	7264	Drosophila buzzatii Adh-Finnegan gene, partial cds.	Drosophila buzzatii	2005-04-18	904	1996-11-26
X62212	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase	Drosophila pseudoobscura	2006-11-14	3459	1992-10-16
X64475	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase	Drosophila pseudoobscura	2006-11-14	3470	1992-10-16
X64489	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase	Drosophila pseudoobscura	2006-11-14	3472	1992-10-16
U68469	7266	Drosophila guanche alcohol dehydrogenase (Adh) processed pseudogene.	Drosophila guanche	1999-09-17	2146	1999-01-06
X62227	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase	Drosophila pseudoobscura	2006-11-14	3444	1992-10-16
X64482	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase	Drosophila pseudoobscura	2006-11-14	3498	1992-10-16
X62197	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase	Drosophila pseudoobscura	2006-11-14	3490	1992-10-16
X62230	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase	Drosophila pseudoobscura	2006-11-14	3474	1992-10-16
X64483	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase	Drosophila pseudoobscura	2006-11-14	3463	1992-10-16
X62207	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase	Drosophila pseudoobscura	2006-11-14	3467	1992-10-16
U68471	30013	Drosophila madeirensis alcohol dehydrogenase (Adh) processed pseudogene.	Drosophila madeirensis	1999-09-17	1042	1999-01-06
U77610	7264	Drosophila buzzatii Adh-Finnegan gene, partial cds.	Drosophila buzzatii	2005-04-18	904	1996-11-26
X62202	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase	Drosophila pseudoobscura	2006-11-14	3476	1992-10-16
X62205	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase	Drosophila pseudoobscura	2006-11-14	3479	1992-10-16
X62208	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase	Drosophila pseudoobscura	2006-11-14	3468	1992-10-16
X62231	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase	Drosophila pseudoobscura	2006-11-14	3465	1992-10-16
X64474	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase	Drosophila pseudoobscura	2006-11-14	3475	1992-10-16
X64479	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase	Drosophila pseudoobscura	2006-11-14	3459	1992-10-16
X64481	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase	Drosophila pseudoobscura	2006-11-14	3494	1992-10-16
X64484	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase	Drosophila pseudoobscura	2006-11-14	3472	1992-10-16
X62216	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase	Drosophila pseudoobscura	2006-11-14	3481	1992-10-16
AF264081	46794	Drosophila tropicalis alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila tropicalis	2005-04-15	405	2000-05-30
AF264082	7260	Drosophila willistoni alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila willistoni	2005-04-15	405	2000-05-30
AY081438	103845	Drosophila nannoptera alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila nannoptera	2005-04-16	288	2002-08-09
AY750133	311479	Drosophila gani alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila gani	2006-07-20	911	2005-12-31
LC165375	7218	Drosophila bifasciata Adh gene, partial cds, strain: JZK3.	Drosophila bifasciata	2019-06-04	544	2019-06-04
M73256	7227	D.melanogaster alcohol dehydrogenase (Adh) gene, exon 2.	Drosophila melanogaster	2006-11-14	1375	1991-07-12
AF264073	46840	Drosophila capricorni alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila capricorni	2005-04-15	405	2000-05-30
AY006424	46819	Drosophila obscuripes alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila obscuripes	2005-09-26	510	2001-09-04
AY750122	119604	Drosophila lacertosa alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila lacertosa	2006-07-20	911	2005-12-31
AY750129	311475	Drosophila yunnanensis alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila yunnanensis	2006-07-20	911	2005-12-31
AY754404	7246	Drosophila affinis alcohol dehydrogenase (Adh) gene, complete cds.	Drosophila affinis	2006-10-20	2529	2005-04-04
DQ471657	30016	Drosophila aracataca alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila aracataca	2006-07-20	711	2006-07-20
DQ471664	7253	Drosophila mercatorum alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila mercatorum	2006-07-20	711	2006-07-20
EU532133	126477	Drosophila fumipennis alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila fumipennis	2010-01-21	590	2010-01-21
HQ631477	212812	Drosophila liui alcohol dehydrogenase (adh) gene, partial cds.	Drosophila liui	2012-01-02	290	2011-08-30
HQ631479	307244	Drosophila ogumai alcohol dehydrogenase (adh) gene, partial cds.	Drosophila ogumai	2012-01-02	290	2011-08-30
LC165383	111875	Drosophila jambulina Adh gene, partial cds, strain: F76.	Drosophila jambulina	2019-06-04	549	2019-06-04
U94206	58310	Drosophila soonae alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila soonae	2005-04-18	204	1998-02-23
X68159	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase (PS298)	Drosophila pseudoobscura	2006-11-14	3476	1992-10-08
AY006412	46808	Drosophila oahuensis alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila oahuensis	2005-09-26	510	2001-09-04
AY006426	46814	Drosophila primaeva alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila primaeva	2005-09-26	508	2001-09-04
AY750121	65966	Drosophila tsigana alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila tsigana	2006-07-20	911	2005-12-31
AY750125	107829	Drosophila moriwakii alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila moriwakii	2006-07-20	911	2005-12-31
AY750128	65966	Drosophila tsigana alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila tsigana	2006-07-20	911	2005-12-31
AY750143	311480	Drosophila medioconstricta alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila medioconstricta	2006-07-20	911	2005-12-31
HQ631469	125945	Drosophila biarmipes alcohol dehydrogenase (adh) gene, partial cds.	Drosophila biarmipes	2012-01-02	290	2011-08-30
HQ631474	65963	Drosophila fuyamai alcohol dehydrogenase (adh) gene, partial cds.	Drosophila fuyamai	2012-01-02	290	2011-08-30
HQ631482	65964	Drosophila pseudoananassae alcohol dehydrogenase (adh) gene, partial cds.	Drosophila pseudoananassae	2012-01-02	290	2011-08-30
HQ631483	94111	Drosophila prostipennis alcohol dehydrogenase (adh) gene, partial cds.	Drosophila prostipennis	2012-01-02	290	2011-08-30
HQ631485	137070	Drosophila tani alcohol dehydrogenase (adh) gene, partial cds.	Drosophila tani	2012-01-02	290	2011-08-30
HQ631486	94110	Drosophila trapezifrons alcohol dehydrogenase (adh) gene, partial cds.	Drosophila trapezifrons	2012-01-02	290	2011-08-30
HQ631487	94114	Drosophila trilutea alcohol dehydrogenase (adh) gene, partial cds.	Drosophila trilutea	2012-01-02	290	2011-08-30
JF710263	50033	Drosophila kanekoi alcohol dehydrogenase (Adh) gene, complete cds.	Drosophila kanekoi	2011-07-03	890	2011-07-03
LC165391	212811	Drosophila prolongata Adh gene, partial cds, strain: Bavi044.	Drosophila prolongata	2019-06-04	557	2019-06-04
M36581	7240	D.simulans alcohol dehydrogenase (Adh) gene, complete cds.	Drosophila simulans	2006-11-14	2719	1990-08-30
MG684382	30044	Drosophila rubida alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila rubida	2018-02-04	693	2018-02-04
U26843	40371	Drosophila lummei alcohol dehydrogenase (Adh) gene, complete cds.	Drosophila lummei	2005-04-17	950	1995-06-22
L08648	7260	Drosophila willistoni alcohol dehydrogenase (Adh) gene, complete cds.	Drosophila willistoni	2006-11-14	1308	1993-01-15
AF059890	7256	Drosophila pinicola alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila pinicola	2005-04-15	290	1998-04-28
AY750140	311483	Drosophila unimaculata alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila unimaculata	2006-07-20	911	2005-12-31
X68161	7237	D.pseudoobscura Adh gene for alcohol dehydrogenase (PS302)	Drosophila pseudoobscura	2006-11-14	3463	1992-10-08
OP168474	3040703	Drosophila bromelioides isolate Dbd_4610 Adh gene, partial cds.	Drosophila bromelioides	2023-06-15	780	2023-06-14
AF264074	46790	Drosophila equinoxialis alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila equinoxialis	2005-04-15	405	2000-05-30
GQ376038	7240	Drosophila simulans alcohol dehydrogenase (ADH) gene, partial cds.	Drosophila simulans	2009-08-03	410	2009-08-02
U94196	46895	Drosophila cyrtoloma alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila cyrtoloma	2005-04-18	222	1998-02-23
M60992	46244	Drosophila pseudoobscura bogotana alcohol dehydrogenase (adh) gene, complete cds.	Drosophila pseudoobscura bogotana	2006-11-14	3485	1992-04-30
X03630	7230	Drosophila mojavensis duplicated Adh-2 gene fragment (alcohol dehydrogenase)	Drosophila mojavensis	2005-04-18	285	1986-11-18
AB261133	157293	Drosophila hypocausta Adh gene for alcohol dehydrogenase, partial cds.	Drosophila hypocausta	2007-11-03	850	2007-11-03
AB932652	126591	Drosophila curvispina Adh gene for alcohol dehydrogenase, partial cds.	Drosophila curvispina	2015-01-14	845	2015-01-14
AB932653	198716	Drosophila deflecta Adh gene for alcohol dehydrogenase, partial cds.	Drosophila deflecta	2014-10-26	848	2014-10-26
AB932661	434062	Drosophila macrospina Adh gene for alcohol dehydrogenase, partial cds.	Drosophila macrospina	2014-10-26	847	2014-10-26
AB932671	55946	Drosophila recens Adh gene for alcohol dehydrogenase, partial cds.	Drosophila recens	2014-10-26	839	2014-10-26
U95272	46793	Drosophila paulistorum Tame alcohol dehydrogenase (Adh) gene, complete cds.	Drosophila paulistorum	2005-04-18	1166	1999-01-06
X57367	7245	Drosophila yakuba (individual c) Adh gene for alcohol dehydrogenase	Drosophila yakuba	2006-11-14	975	1991-07-17
AB261132	98362	Drosophila ruberrima Adh gene for alcohol dehydrogenase, partial cds.	Drosophila ruberrima	2007-11-03	858	2007-11-03
X57368	7245	Drosophila yakuba (individual d) Adh gene for alcohol dehydrogenase	Drosophila yakuba	2006-11-14	975	1991-07-17
AB932676	614641	Drosophila tenebrosa Adh gene for alcohol dehydrogenase, partial cds.	Drosophila tenebrosa	2014-10-26	849	2014-10-26
AB932674	30046	Drosophila sternopleuralis Adh gene for alcohol dehydrogenase, partial cds.	Drosophila sternopleuralis	2014-10-26	755	2014-10-26
AB261138	154130	Drosophila neonasuta Adh gene for alcohol dehydrogenase, partial cds.	Drosophila neonasuta	2007-11-03	856	2007-11-03
U26845	40370	Drosophila montana alcohol dehydrogenase (Adh-2) gene, complete cds.	Drosophila montana	2005-04-17	957	1995-06-22
X57364	7240	Drosophila simulans (individual f) Adh gene for alcohol dehydrogenase	Drosophila simulans	2006-11-14	975	1991-07-17
X57365	7245	Drosophila yakuba (individual a) Adh gene for alcohol dehydrogenase	Drosophila yakuba	2006-11-14	975	1991-07-17
X57366	7245	Drosophila yakuba (individual b) ADH gene for alcohol dehydrogenase	Drosophila yakuba	2006-11-14	975	1991-07-17
U95254	7260	Drosophila willistoni A57 alcohol dehydrogenase (Adh) gene, complete cds.	Drosophila willistoni	2005-04-18	1172	1999-01-06
X57363	7240	Drosophila simulans (individual e) Adh gene for alcohol dehydrogenase	Drosophila simulans	2006-11-14	972	1991-07-17
X60791	7227	D.melanogaster (strain KA12) Adh gene for alcohol dehydrogenase	Drosophila melanogaster	2006-11-14	1925	1991-10-07
X57371	7245	Drosophila yakuba (individual g) Adh gene for alcohol dehydrogenase	Drosophila yakuba	2006-11-14	975	1991-07-17
AY095939	193351	Drosophila transversa isolate tra1 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila transversa	2008-12-16	435	2003-05-01
DQ471621	309936	Drosophila daruma strain 137 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila daruma	2006-07-20	711	2006-07-20
DQ471623	309936	Drosophila daruma strain 151 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila daruma	2006-07-20	711	2006-07-20
DQ471645	381453	Drosophila beppui strain 260 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila beppui	2006-07-20	711	2006-07-20
DQ471652	119604	Drosophila lacertosa strain 240 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila lacertosa	2006-07-20	711	2006-07-20
EU532124	46793	Drosophila paulistorum from Colombia alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila paulistorum	2010-01-21	588	2010-01-21
LC165393	30047	Drosophila sturtevanti Adh gene, partial cds, strain: 14043-0871.01.	Drosophila sturtevanti	2019-06-04	554	2019-06-04
M60987	7237	Drosophila pseudoobscura (strain AH162) alcohol dehydrogenase (adh) gene, complete cds.	Drosophila pseudoobscura	2006-11-14	3466	1992-01-26
U95263	7260	Drosophila willistoni Manaus III alcohol dehydrogenase (Adh) gene, complete cds.	Drosophila willistoni	2005-04-18	1172	1999-01-06
AF284476	7226	Drosophila mauritiana strain 197 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila mauritiana	2006-11-14	701	2000-11-02
AY335196	46840	Drosophila capricorni clone Dcap3 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila capricorni	2005-04-16	776	2003-12-31
DQ471610	119604	Drosophila lacertosa strain 170 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila lacertosa	2006-07-20	711	2006-07-20
DQ471619	381449	Drosophila asper strain 152 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila asper	2006-07-20	711	2006-07-20
DQ471620	381452	Drosophila barutani strain 53 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila barutani	2006-07-20	711	2006-07-20
DQ471639	381452	Drosophila barutani strain 52 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila barutani	2006-07-20	711	2006-07-20
DQ471649	381466	Drosophila karakasa strain 249 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila karakasa	2006-07-20	711	2006-07-20
EU532126	46793	Drosophila paulistorum from Brazil alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila paulistorum	2010-01-21	507	2010-01-21
KX384730	42026	Drosophila bipectinata strain IND_DBP_U14 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila bipectinata	2017-01-03	873	2017-01-03
MK017207	198719	UNVERIFIED: Drosophila innubila adh-related-like (Adhr) gene, partial sequence.	Drosophila innubila	2018-12-05	495	2018-12-05
U95252	7260	Drosophila willistoni 0811.4 alcohol dehydrogenase (Adh) gene, complete cds.	Drosophila willistoni	2005-04-18	1172	1999-01-06
DQ471638	381448	Drosophila angor strain 33 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila angor	2006-07-20	711	2006-07-20
EU532121	46793	Drosophila paulistorum from Colombia alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila paulistorum	2010-01-21	558	2010-01-21
JF710264	40368	Drosophila borealis strain W alcohol dehydrogenase (Adh) gene, complete cds.	Drosophila borealis	2011-07-03	895	2011-07-03
LC165384	73156	Drosophila lucipennis Adh gene, partial cds, strain: 14023-0331.00.	Drosophila lucipennis	2019-06-04	542	2019-06-04
M60983	7237	Drosophila pseudoobscura (strain AH122) alcohol dehydrogenase (adh) gene, complete cds.	Drosophila pseudoobscura	2006-11-14	3487	1992-01-26
MK017213	38840	UNVERIFIED: Drosophila putrida adh-related-like (Adhr) gene, partial sequence.	Drosophila putrida	2018-12-05	480	2018-12-05
MK017221	38838	UNVERIFIED: Drosophila testacea adh-related-like (Adhr) gene, partial sequence.	Drosophila testacea	2018-12-05	495	2018-12-05
MK017222	193351	UNVERIFIED: Drosophila transversa adh-related-like (Adhr) gene, partial sequence.	Drosophila transversa	2018-12-05	495	2018-12-05
AY095951	7283	Drosophila phalerata isolate pha1 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila phalerata	2008-12-16	430	2003-05-01
EU532122	46793	Drosophila paulistorum from Brazil alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila paulistorum	2010-01-21	573	2010-01-21
MK017215	55946	UNVERIFIED: Drosophila recens adh-related-like (Adhr) gene, partial sequence.	Drosophila recens	2018-12-05	495	2018-12-05
AY095940	42027	Drosophila kuntzei isolate kun1 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila kuntzei	2008-12-16	431	2003-05-01
AY095946	126591	Drosophila curvispina isolate cur1 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila curvispina	2008-12-16	443	2003-05-01
AY335199	30047	Drosophila sturtevanti clone Dsturt1 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila sturtevanti	2005-04-16	792	2003-12-31
DQ471612	381448	Drosophila angor strain A138 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila angor	2006-07-20	711	2006-07-20
DQ471616	381448	Drosophila angor strain 112 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila angor	2006-07-20	711	2006-07-20
DQ471640	311480	Drosophila medioconstricta strain 148 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila medioconstricta	2006-07-20	711	2006-07-20
EU532123	46793	Drosophila paulistorum from Honduras alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila paulistorum	2010-01-21	588	2010-01-21
M60997	7234	Drosophila persimilis (strain 178) alcohol dehydrogenase (adh) gene, complete cds.	Drosophila persimilis	2006-11-14	3506	1992-01-24
MK017209	38839	UNVERIFIED: Drosophila neotestacea adh-related-like (Adhr) gene, partial sequence.	Drosophila neotestacea	2018-12-05	495	2018-12-05
U95274	46794	Drosophila tropicalis 0801.0 alcohol dehydrogenase (Adh) gene, complete cds.	Drosophila tropicalis	2005-04-18	1162	1999-01-06
DQ471618	309936	Drosophila daruma strain 109 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila daruma	2006-07-20	711	2006-07-20
U95268	46790	Drosophila equinoxialis 0741.0 alcohol dehydrogenase (Adh) gene, complete cds.	Drosophila equinoxialis	2005-04-18	1174	1999-01-06
U95269	46790	Drosophila equinoxialis Puerto Rico alcohol dehydrogenase (Adh) gene, complete cds.	Drosophila equinoxialis	2005-04-18	1167	1999-01-06
MK017203	133981	UNVERIFIED: Drosophila cardini adh-related-like (Adhr) gene, partial sequence.	Drosophila cardini	2018-12-05	495	2018-12-05
AB669852	111875	Drosophila jambulina Adh gene for alcohol dehydrogenase, partial cds, strain: NHO115.	Drosophila jambulina	2014-01-02	830	2014-01-02
AF136658	95109	Drosophila americana americana G96.40X alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana americana	2005-04-15	884	1999-06-03
AF136665	95109	Drosophila americana americana G96.06X alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana americana	2005-04-15	884	1999-06-03
AF136674	95109	Drosophila americana americana G96.10X alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana americana	2005-04-15	884	1999-06-03
AF136705	40372	Drosophila americana texana LP97.02 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana texana	2005-04-15	884	1999-06-03
AF136706	40372	Drosophila americana texana LP97.09 alcohol dehydrogenase (Adh) gene, partial cds.	Drosophila americana texana	2005-04-15	884	1999-06-03
LC057787	7291	Drosophila albomicans Adh gene for alchol dehydrogenase, partial cds, strain: WL1.	Drosophila albomicans	2015-06-26	846	2015-06-26
LC057795	42062	Drosophila nasuta Adh gene for alchol dehydrogenase, partial cds, strain: G7.	Drosophila nasuta	2015-06-26	851	2015-06-26
Y00602	7237	D. pseudoobscura Adh gene for alcohol dehydrogenase (EC1.1.1.1)	Drosophila pseudoobscura	2006-11-14	3535	1987-09-19
AB669840	67534	Drosophila triauraria Adh gene for alcohol dehydrogenase, partial cds, strain: KMJ1.	Drosophila triauraria	2014-01-02	842	2014-01-02
AB669853	60717	Drosophila punjabiensis Adh gene for alcohol dehydrogenase, partial cds, strain: CJB212.	Drosophila punjabiensis	2014-01-02	836	2014-01-02
